time_{time_begin}/{time_end}/{time_step},values,longitude,latitude,scenario_en,scenario_fr,time_res_en,time_res_fr,value_type_en,value_type_fr,percentile_en,percentile_fr,variable_en,variable_fr,uom
2017,6.974865436553955,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2018,6.858166217803955,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2019,7.020679950714111,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2020,6.842955589294434,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2021,6.881371974945068,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2022,6.790106773376465,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2023,6.976231098175049,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2024,7.459954738616943,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2025,7.017529010772705,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2026,6.80094051361084,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2027,6.777431964874268,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2028,7.085198879241943,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2029,7.347543239593506,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2030,7.148861408233643,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2031,6.90311336517334,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2032,7.491383075714111,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2033,7.711134910583496,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2034,7.899418354034424,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2035,6.689414024353027,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2036,7.499200344085693,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2037,7.329665184020996,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2038,7.482497215270996,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2039,7.362306118011475,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2040,7.55845308303833,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2041,7.13291597366333,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2042,7.48905611038208,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2043,7.379396438598633,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2044,7.948426723480225,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2045,7.80381441116333,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2046,7.919224262237549,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2047,7.813412189483643,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2048,8.044038772583008,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2049,8.059366226196289,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2050,7.925104141235352,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2051,8.083011627197266,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2052,8.042779922485352,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2053,8.174600601196289,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2054,7.881153583526611,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2055,8.330588340759277,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2056,7.899947166442871,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2057,7.796996116638184,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2058,8.644838333129883,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2059,8.382129669189453,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2060,8.06509780883789,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2061,8.145305633544922,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2062,8.486940383911133,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2063,8.287714004516602,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2064,8.569271087646484,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2065,7.93259334564209,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2066,8.345099449157715,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2067,8.003984451293945,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2068,8.777484893798828,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2069,7.868481159210205,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2070,8.352100372314453,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2071,8.535834312438965,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2072,8.655040740966797,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2073,8.785755157470703,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2074,8.319464683532715,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2075,8.514446258544922,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2076,8.385400772094727,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2077,8.353499412536621,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2078,8.333703994750977,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2079,8.67296028137207,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2080,8.444988250732422,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2081,8.767292022705078,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2082,8.607501983642578,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2083,8.534503936767578,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2084,8.877776145935059,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2085,8.322473526000977,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2086,8.56094741821289,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2087,8.291238784790039,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2088,8.435968399047852,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2089,8.157411575317383,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2090,8.690787315368652,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2091,8.474428176879883,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2092,8.304266929626465,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2093,8.364276885986328,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2094,8.771038055419922,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2095,8.764204978942871,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2096,8.92563533782959,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2097,8.559282302856445,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2098,8.87992000579834,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2099,8.892477989196777,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2100,8.756181716918945,-123.117,49.238,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
