time_{time_begin}/{time_end}/{time_step},values,longitude,latitude,scenario_en,scenario_fr,time_res_en,time_res_fr,value_type_en,value_type_fr,percentile_en,percentile_fr,variable_en,variable_fr,uom
2055,11.108839988708496,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2056,11.101335525512695,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2057,10.63456916809082,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2058,10.652482986450195,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2059,10.701639175415039,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2060,10.739201545715332,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2061,11.164493560791016,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2062,11.245981216430664,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2063,11.380080223083496,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2064,11.076417922973633,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2065,11.06754207611084,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2066,10.994989395141602,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2067,11.779399871826172,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2068,11.21102523803711,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2069,11.196532249450684,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2070,11.328717231750488,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2071,11.521529197692871,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2072,11.352258682250977,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2073,11.49821662902832,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2074,11.08517837524414,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2075,11.494681358337402,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2076,11.032607078552246,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2077,11.180904388427734,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2078,11.568666458129883,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2079,11.607629776000977,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2080,11.057394981384277,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2081,11.979422569274902,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2082,11.600292205810547,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2083,11.452112197875977,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2084,11.19548225402832,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2085,11.468606948852539,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2086,10.900522232055664,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2087,11.54220962524414,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2088,11.647998809814453,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2089,11.459830284118652,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2090,11.538537979125977,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2091,11.73111629486084,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2092,11.785359382629395,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2093,11.988649368286133,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2094,11.751181602478027,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2095,11.585077285766602,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2096,11.67539119720459,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2097,11.781233787536621,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2098,11.593749046325684,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2099,11.552339553833008,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2100,11.191120147705078,-63.599,44.642,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
