time_{time_begin}/{time_end}/{time_step},values,longitude,latitude,scenario_en,scenario_fr,time_res_en,time_res_fr,value_type_en,value_type_fr,percentile_en,percentile_fr,variable_en,variable_fr,uom
2024,8.609663963317871,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2025,8.211417198181152,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2026,8.666460037231445,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2027,8.340059280395508,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2028,8.671932220458984,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2029,8.327116966247559,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2030,8.492778778076172,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2031,8.582941055297852,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2032,8.59422492980957,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2033,9.060779571533203,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2034,9.186809539794922,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2035,9.245622634887695,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2036,9.64065933227539,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2037,9.394121170043945,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2038,9.4147310256958,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2039,8.647521018981934,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2040,9.678685188293457,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2041,8.981828689575195,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2042,8.859491348266602,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2043,9.531122207641602,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2044,9.375200271606445,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2045,9.612804412841797,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2046,9.264876365661621,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2047,9.30790901184082,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2048,9.551830291748047,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2049,8.956279754638672,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2050,9.06497573852539,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2051,9.371057510375977,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2052,9.156676292419434,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2053,9.513956069946289,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2054,9.724100112915039,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2055,10.018901824951172,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2056,9.892943382263184,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2057,9.601164817810059,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2058,9.084087371826172,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2059,9.801138877868652,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2060,9.78756332397461,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2061,9.958988189697266,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2062,10.357390403747559,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2063,9.824332237243652,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2064,9.69730281829834,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2065,9.82852554321289,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2066,10.01487922668457,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2067,10.07457160949707,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2068,9.775318145751953,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2069,9.935271263122559,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2070,9.812091827392578,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2071,9.98184871673584,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2072,9.678282737731934,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2073,9.979048728942871,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2074,9.572522163391113,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2075,10.436105728149414,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2076,10.074728965759277,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2077,10.161810874938965,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2078,10.095926284790039,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2079,9.874582290649414,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2080,10.42473030090332,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2081,10.229735374450684,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2082,10.354694366455078,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2083,9.945680618286133,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2084,9.99905014038086,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2085,10.702594757080078,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2086,9.966676712036133,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2087,10.205453872680664,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2088,10.287327766418457,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2089,10.033403396606445,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2090,10.129378318786621,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2091,10.232959747314453,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2092,10.161418914794922,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2093,10.306777000427246,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2094,10.150882720947266,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2095,10.431995391845703,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2096,10.393960952758789,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2097,10.481327056884766,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2098,10.182868003845215,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2099,10.543585777282715,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
2100,10.041007041931152,-79.386,43.66,RCP 4.5,RCP 4.5,Annual,Annuel,Absolute,Absolue,50th percentile,50e percentile,Air temperature,Température de l'air,Celsius
